	Col-0h	Col-12h	Col-24h	28-0h	28-12h	28-24h	60-0h	60-12h	60-24h
AT1G48430	0.364196669	0.91993231	0.561800229	0.389429139	1.202409213	0.454642158	0.479432771	1.072257251	0.443086796
AT1G48440	-0.085968856	0.094641554	1.002301723	-0.181696536	0.555613152	1.020500643	0.029974995	0.901130808	0.670503385
AT1G48490	0.154035452	0.772778583	0.644993538	0.168754042	1.090767739	0.444906328	0.105588246	0.984914491	0.412003316
AT1G48540	0.191190204	-0.092153341	-1.122867825	0.146981948	-0.25117937	-0.552463341	-0.06479097	-0.135318432	-0.163058328
AT1G48605	0.499091895	1.657140534	1.345679866	-0.080138994	1.989659899	1.785440416	0.292406512	1.6183257	1.318553755
AT1G48640	-0.994019774	-0.053370615	-0.103869982	-1.041113307	-2.073609429	-1.719659438	-1.021069687	-1.425834011	-0.815917175
AT1G48660	0.459349462	-0.730388141	-0.770733042	-0.097864788	-0.723904525	-0.23778832	-0.497560022	-1.261034413	-1.297800607
AT1G48670	0.010233639	-0.289792712	-0.855135818	-0.056102767	-0.642810163	-1.235298795	-0.038832945	-1.180508098	-0.533691391
AT1G48870	1.308950767	0.378943518	-0.719604786	0.718768594	0.451659141	-0.585702919	-0.074895942	-0.174978668	-0.527992863
AT1G48930	0.154710796	-0.053804202	-0.317059111	0.199618803	-1.279319912	-1.391717789	-0.612339838	-1.464657342	-0.728962934
AT1G49000	-1.316360154	4.320074251	2.0508411	-1.089023208	3.760434919	0.204097242	-0.484337316	2.362799318	0.161992295
AT1G49010	-0.290608102	-0.980280042	-0.397564324	-0.289713068	-1.443062827	-0.907400725	-0.163799992	-1.747505669	-0.854801383
AT1G49030	-1.752614465	-0.83799403	-0.339232874	-1.594229175	-2.543809375	-1.150547698	-1.799421853	-2.155468942	-1.64195661
AT1G49032	0.424706984	1.159019813	0.513722665	0.101648817	0.829013946	0.911598348	-0.089391404	0.921233444	0.64264265
AT1G49050	0.130352908	1.848023773	1.634480925	0.41478558	1.921922778	1.487380822	0.264873791	1.655859776	1.346499022
AT1G49100	-1.889147802	-0.293734833	-0.808253633	-2.410446457	-3.346946884	-1.609970596	-1.39529677	-1.462580185	-1.335219135
AT1G49130	0.360973558	0.319216896	-1.455733358	0.130060196	-0.606603541	-1.007673584	0.173726405	-1.16565748	0.345972704
AT1G49200	-0.406050884	-0.777521694	-1.467740411	-0.938546715	-1.387380493	-1.05885131	-0.490640591	-1.717642423	-1.419429084
AT1G49230	0.152136659	0.13105671	-1.292590457	-0.152518289	-0.819536013	-0.613910226	0.37814129	-0.716125662	-0.107794756
AT1G49360	0.102514089	0.55841851	0.63294603	0.007616373	0.86013243	1.067107773	0.155239825	1.026713561	0.805237285
AT1G49380	0.119933674	-0.863919935	-1.013348233	-0.151259138	-1.56456894	-0.601516945	-0.088661595	-1.703668285	-0.348818987
AT1G49405	0.717886082	0.248222663	1.453432854	0.562770949	0.61346928	0.427487124	0.707399909	0.260716677	0.525219692
AT1G49430	-0.201861284	-0.596417255	-0.636087249	-0.446741949	-1.036184309	-0.872216292	-0.283262404	-1.021259478	-0.528312375
AT1G49450	-0.2819202	-0.714774415	-1.159009779	-0.091706319	-1.643815043	-2.001621505	0.251258045	-1.806320208	-0.966936394
AT1G49490	-0.621529996	-0.962255809	-0.551627881	-0.159949441	-1.497209096	-1.349075658	-0.516365737	-1.830693837	-1.611630626
AT1G49500	-0.415223549	-0.016810713	-0.965493774	-0.724657507	-0.050253458	-1.192167928	-0.123975233	-0.43272113	-1.024559698
AT1G49570	-1.162339166	1.071006813	1.303205182	-0.605024043	2.849103894	4.40844266	0.011719959	1.748174502	3.655676853
AT1G49650	-0.283273107	-0.693689447	-1.171414526	-0.006770162	-0.672595686	-0.609312536	-0.211167615	-0.884552308	-1.074509114
AT1G49660	-0.166409121	-0.554215949	0.014853109	0.259864271	-0.829288332	-0.743177009	0.066711787	-1.09126808	-0.418359273
AT1G49700	-0.23148457	0.212854377	1.514971158	-0.147085419	1.165600911	1.261939804	0.647090019	1.276959396	0.549892138
AT1G49780	-0.692840612	-0.502869522	-0.487740503	-0.271906189	-0.343927064	-1.002303785	-0.421180923	-0.899448211	-1.299138763
AT1G49860	-0.839045103	1.609245741	0.863890813	-0.695961542	0.586685494	1.354428298	-0.4796532	-0.026178939	2.339415829
AT1G49900	0.793092864	2.895376587	3.924608839	1.377723442	4.68068626	3.945204713	2.393393734	5.065814912	3.598864307
AT1G49975	-0.067512018	-1.004715397	-1.370818606	-0.315293125	-1.437118978	-1.150834378	-0.130981196	-1.55747673	-0.77004864
AT1G49990	0.326768702	-1.127828919	-1.746587046	0.165913718	-1.328986796	-0.897982422	0.174277334	-0.672949439	-0.679461961
AT1G50060	-1.040326673	-0.944890162	-0.644332467	-1.459640752	-1.566375043	-1.505451813	-1.141060631	-1.096310932	-1.424838834
AT1G50180	-0.427078437	0.620002811	1.283277803	-0.551127265	0.271062585	0.040748637	-0.621151911	-0.519277054	0.143367974
AT1G50280	-0.222263635	-1.043713166	-2.094062335	0.056738923	-1.722102735	-1.220936825	-0.496739464	-2.142367351	-0.377910538
AT1G50290	0.191678983	-0.426817032	-0.082491783	-0.442379264	-1.064438447	-0.124220775	0.07887621	-0.84505032	0.108663275
AT1G50400	0.184776942	0.38315165	2.366031283	-0.127310999	0.994610208	1.470314425	-0.159838259	1.300279336	0.912027066
AT1G50420	0.762071637	0.774198508	1.52176516	0.77888717	1.222194121	1.468068559	0.625466828	1.127057627	1.073246172
AT1G50440	0.442156628	0.816079121	0.321864723	0.215171704	0.949726697	0.507360532	0.275375362	1.02403755	0.73558329
AT1G50450	0.116591386	-0.802902384	-1.19604017	-0.085880405	-1.063719173	-0.916240302	0.067840443	-1.35545707	-0.762024335
AT1G50560	-0.353314155	-0.426030616	0.066534252	-0.121612562	-0.703431614	-1.061234611	-0.171305977	-0.982890747	-0.42396475
AT1G50580	-0.207451252	-0.135069422	-0.749239724	-0.043651276	-1.298620894	-0.64325521	-0.072346634	-0.521855199	-0.584369876
AT1G50590	0.022968778	-1.20546279	0.440402132	0.257192044	-1.098879493	-0.458518036	-0.39092049	-0.710517962	0.233211601
AT1G50630	-0.185023286	-0.558692291	-0.479011354	-0.46997522	-0.780619106	-1.005338358	-0.301680991	-0.877595515	-0.403027535
AT1G50732	-0.147224776	-1.362920979	-1.586602403	-0.857721214	-2.347179545	-1.403934305	-0.210634203	-2.627234977	-0.517549429
AT1G50740	-0.0663659	1.912781444	2.259501407	-0.170567279	2.523261283	2.328955852	0.075811849	2.492429671	1.910338174
AT1G50900	-0.013890848	-0.676914624	-1.177013097	-0.133205578	-0.872257586	-0.837214306	0.233905937	-1.019913163	-0.866166134
AT1G50930	-0.294266378	0.914884064	-0.279983773	-0.930096752	-2.547569443	-1.60918959	-0.010269431	-1.354361186	-0.19300578
AT1G51080	-0.40645264	-1.395957709	-1.684083989	-0.153014228	-2.10750211	-1.346636125	-0.572838201	-2.02596157	-0.993619427
AT1G51090	0.274108672	-0.752791656	1.206111553	0.046019061	-0.599037832	2.176079681	0.475620071	1.742988194	1.955448456
AT1G51100	-0.116277551	-0.659499937	-0.533011341	0.04271004	-1.230904144	-0.685259357	-0.131032164	-1.550488205	-0.275138752
AT1G51110	0.162336448	-0.125068696	-1.399862201	-0.047861287	-0.804964564	-1.351156381	-0.012529128	-1.088227409	-0.785747506
AT1G51140	-0.461688293	-1.35998759	-0.301828293	-0.076295454	-0.768744473	-0.143949884	0.070188597	-0.834352301	-0.301635276
AT1G51270	-0.652190434	2.208158152	1.536048652	-0.608758251	1.533212781	0.894477158	-0.16610847	0.488675461	0.722051368
AT1G51380	-0.012643302	-0.710813141	-0.54897414	-0.394192179	-0.588976641	0.004013867	-0.09123159	-1.154489566	-0.450261201
AT1G51400	-0.437879741	-1.071361834	-1.434246165	-0.372638943	-1.230310254	-1.633806684	0.011630708	-1.444487186	-0.937483125
AT1G51470	-0.517338897	-0.775657023	-1.669975055	-1.290332742	-3.217127332	-3.178169972	-1.199346481	-1.237374865	-2.124482772
AT1G51500	-0.167628739	-0.54883437	-0.862586227	-0.314975307	-1.009079255	-1.05348151	-0.256432124	-1.269410817	-0.692140612
AT1G51620	-0.612642272	2.450146639	2.333276397	-1.215950528	2.131456181	1.477031337	-0.601679183	0.914781873	0.831156245
AT1G51640	-0.719073088	-0.133983565	0.229101653	-1.54727202	0.047121598	-1.068816001	-0.18509511	-0.50042745	-0.33272861
AT1G51645	0.011186366	1.123671159	0.424069681	-0.163045192	0.584290196	0.635237489	0.009051004	0.877506905	0.554771379
AT1G51660	0.416546687	1.220778534	1.196140947	0.173997439	1.218828282	1.198728075	0.266491489	0.969122722	1.009447656
AT1G51760	0.594504904	1.545087848	2.59564478	0.536822195	2.210491689	2.516547997	0.535772101	1.848539212	2.181239909
AT1G51790	-0.38182751	2.150313572	1.337114013	-0.383810183	1.967306793	0.576959387	-0.357476898	1.097626695	0.540416343
AT1G51800	-0.332985747	2.41688431	1.945922737	-0.489196627	2.304932701	1.140626337	-0.375556562	1.341930542	0.970026809
AT1G51805	-0.069273645	0.332660413	-0.751711996	-0.008411396	-0.500225141	-1.286042906	-0.183396393	-0.938039456	-0.393669206
AT1G51820	-0.175361846	1.848895767	2.907758701	-0.03157525	2.432870322	1.705687521	-0.320164017	1.134173511	1.706854574
AT1G51830	-0.38813078	0.297895903	0.071086551	-0.411296678	-0.544203025	-0.516923564	-0.498651782	-1.024913941	0.885309846
AT1G51860	-0.697374906	0.528076534	1.742113378	-0.620762678	0.490185781	0.613819577	-0.636778899	0.517592402	1.143169596
AT1G51870	-1.754448111	-0.214538773	0.035015219	-2.202884832	-1.092236598	-0.96551056	-2.687207161	-2.272974299	0.573401543
AT1G51880	-1.674386005	-1.098569029	-0.920741897	-1.682628749	-2.309452173	-2.261272816	-1.764103764	-3.056696492	-0.812595585
AT1G51890	-0.277523323	4.108151607	3.575220841	0.118476939	3.910947853	2.50244799	-0.669632922	3.009347057	2.500324706
AT1G51913	-0.727569076	4.229835086	3.593694127	-2.265274951	4.231348594	2.51318783	-0.274039561	3.307052735	1.833128012
AT1G51915	-1.527131341	4.380448778	4.16032936	-1.880305893	4.732573619	2.490191936	-0.844851857	3.608547795	2.620392931
AT1G51920	-0.874552542	5.91088713	5.220453613	-0.788259052	5.690365	3.782333972	-0.799218415	4.116270143	2.952936048
AT1G51940	-0.031367238	-0.554319848	-1.564238452	-0.224563986	-1.313182254	-0.717145887	-0.319192233	-1.274682963	-0.330114171
AT1G52000	-0.005936256	-1.95891784	0.267766137	-0.446440862	-0.621337787	0.161090626	-0.799120756	-1.504815761	-0.070370437
AT1G52040	0.257620463	-2.04824799	-1.179730537	-0.054504934	0.287525877	-0.8922647	-0.547904404	-0.828539243	-0.230480141
AT1G52050	-1.050187161	-1.163332971	-1.093669447	-1.668570067	-3.750528475	-3.925199112	-1.60280362	-1.883829203	-3.006335065
AT1G52060	-1.103832578	-1.1778035	-0.476246057	-1.746738732	-3.797714581	-5.176913327	-1.604564334	-1.862572878	-3.913585621
AT1G52070	-1.033920962	-1.291933351	-1.227996239	-1.647348485	-3.416700402	-3.717540395	-1.409652886	-1.643728266	-2.904484527
AT1G52100	-0.472159253	-1.031085009	-1.034248091	-0.527882985	-1.652324066	-1.703782784	0.001325406	-1.928147451	-1.957526648
AT1G52190	-0.122921517	0.410249187	-1.263214421	-0.448356156	0.230339227	-0.941121463	-0.097113272	-0.012941916	-0.385030847
AT1G52200	-0.415589299	2.185741822	1.222436452	-0.282455513	2.214286186	0.557397809	0.066361744	1.444947577	0.393972596
AT1G52220	0.137671402	-0.055210831	-1.142504529	-0.149332744	-0.67523108	-1.051059155	0.19587274	-0.798217598	-0.2870308
AT1G52230	-0.167257031	-0.709704121	-1.581804015	-0.257154505	-1.158745961	-1.656006028	-0.008641431	-1.49306582	-0.842647637
AT1G52240	-0.629324942	-0.087736088	-0.728901895	-0.704034437	-1.146252518	-0.834877259	-0.588111612	-0.12666972	-0.443744006
AT1G52270	-0.116655163	0.733991553	-1.656403785	-0.195845984	0.721759355	-1.147524537	0.512157782	-0.160992136	-0.799047723
AT1G52320	0.424696065	0.721275097	0.793483987	0.92595936	1.205308858	0.883040363	0.579680125	1.264327493	0.57094735
AT1G52342	-0.147204509	-1.781034998	-0.01145505	-0.686101679	-2.654183701	-0.315492398	-0.271853769	-1.384766651	0.301699395
AT1G52420	0.60687197	0.887774715	1.201736541	0.787968904	1.290386141	1.285487874	0.562113736	1.177678497	1.003483119
AT1G52510	-0.015787321	-0.700630345	-1.704506246	-0.112806212	-0.966089827	-1.691128517	0.209501661	-1.389533917	-1.430150518
AT1G52540	1.114570473	0.442544555	0.486685447	1.398466304	0.775823321	0.524585957	0.411161031	0.858204629	0.748905119
AT1G52560	-0.216838983	-0.49870624	1.606403128	0.037760914	-0.465836474	1.759263819	0.213699287	1.449871877	2.497703251
AT1G52565	-0.320968612	0.350345422	0.838758893	-0.813947282	0.954762291	0.942852876	-0.235721724	0.830762965	1.606561255
AT1G52570	1.729965896	0.798622359	1.222436209	1.163607797	0.336900302	0.795075597	1.575650158	1.435231986	1.305108929
AT1G52590	1.369435176	0.776755325	0.885093549	1.201619182	0.339807576	0.366733817	1.325210329	0.874066314	0.8026676
AT1G52600	1.245723484	1.563260701	1.343250684	1.016864536	1.32462997	0.801040563	0.984528371	1.529258221	1.116428357
AT1G52660	-0.979649243	-0.459119486	-0.81247606	-0.451794194	-3.056046763	-1.555574383	-0.713689294	-2.066582026	-0.986485189
AT1G52700	0.49585379	0.033990956	-0.095739861	0.26538383	0.727894197	1.479289076	0.523409904	-0.244782514	0.601389081
AT1G52750	-0.328255305	-0.561510452	-0.562418724	-0.674643727	-1.596129181	-1.65543341	-0.383279532	-0.928500289	-1.054779817
AT1G52780	0.370020924	1.487158748	0.843247353	0.070038132	1.204559536	0.685989711	0.011242907	0.822904154	0.815091358
AT1G52827	0.668411478	-0.240654164	-0.841531892	-0.104739087	-0.694455399	-1.075469076	0.259740525	-0.804861955	-0.658872169
AT1G52855	3.730847381	4.168951715	4.622936746	3.441186895	4.550245802	4.444488398	4.150749813	3.862272836	4.333769443
AT1G52870	-0.033157702	-0.783600238	-0.295721284	-0.237268356	-1.152469844	-0.186872031	0.092999347	-1.021276436	0.342235288
AT1G52880	0.176024138	0.613911494	1.118009627	0.518656089	0.597361567	0.721242527	0.518388788	0.512998471	1.201850147
AT1G52890	0.185365809	0.187112813	6.082892254	1.503198181	4.340588074	6.559627416	0.983915476	3.108747944	4.574533899
AT1G53030	-0.075602159	0.468002967	1.109483976	0.2126698	0.703848569	1.164236255	0.20985541	1.121437717	0.841203724
AT1G53080	-1.692610529	-1.492984198	-1.921360317	-0.753677928	-2.195392209	-1.380655419	-0.252526901	-2.528456823	-1.54455928
AT1G53100	-1.164727583	-0.565689116	0.901730954	0.255830986	-0.225622127	-0.48202977	-0.316565336	-0.268049614	1.377706179
AT1G53130	-0.985012623	-1.314106351	-0.275934947	-1.048562766	-3.043932853	-2.502373207	-2.428941339	-3.184031463	-0.598534069
AT1G53250	0.125935403	-0.575807169	-0.713855222	0.077649226	-1.02126934	-0.299822985	-0.254360282	-0.811177056	-0.662316074
AT1G53280	1.675066573	0.831506976	1.035292014	1.716077967	0.85037336	0.519883397	1.266960131	1.103533509	0.649880036
AT1G53340	-0.858707239	0.003309871	-0.289496705	-0.425776783	-1.276886711	-0.804882283	-0.430852392	-0.76745046	-0.075514543
AT1G53490	0.001264562	0.548773413	0.758254707	0.204327366	0.015119659	0.317610365	0.107307548	1.16565976	0.486105186
AT1G53520	0.052741528	-0.507473079	-1.053794913	-0.124596861	-0.791253377	-1.141785057	0.044049457	-0.988538887	-0.976896611
AT1G53540	0.159437449	0.705722967	1.360229818	0.682916295	1.309783026	0.823613443	-0.05603058	1.702610429	2.011292569
AT1G53542	0.397062537	-0.384461899	-0.271172648	-0.576681728	-1.19295366	-0.345399739	-0.390592672	-1.631857906	-0.083923887
AT1G53620	-0.517766986	2.582772568	0.844723026	0.402899492	5.346322904	1.977885755	-0.051898817	2.936028807	0.267287082
AT1G53625	-0.064891726	3.916812068	3.520977919	-0.144289145	3.862621833	3.394821439	-0.328654066	3.462542663	3.260602738
AT1G53660	-0.356991572	-0.396491429	-0.9774484	-0.266850691	-2.096208461	-0.277745927	-0.603076032	-1.008975748	-0.397621997
AT1G53670	-0.02924703	-0.418565117	-0.529912796	0.028730074	-0.67715442	-0.876800372	0.012583486	-0.995068645	-0.51541213
AT1G53680	-1.17542632	-0.520156052	-0.444056383	-1.142097682	-1.543659261	-0.923267062	-1.279165347	-1.111607032	-0.963044226
AT1G53700	-0.404549434	-0.06355102	-0.668391535	-0.076374429	-0.402777236	-1.508806493	-0.361662876	-1.015987237	-1.580275772
AT1G53750	0.394102461	0.54944191	0.728828751	0.394521197	0.928945222	0.652950512	0.451140706	1.014707387	0.274803505
AT1G53800	-0.032144834	-0.809566747	-0.992220587	-0.091528372	-1.396819135	-0.705232034	-0.140434683	-1.395988847	-0.742461857
AT1G53830	-0.668972557	-1.394039472	-0.633680193	-0.554271082	-2.170440882	-2.067538554	-0.610569634	-1.509092814	-1.095622969
AT1G53840	0.259850455	0.59236415	0.698216922	0.590465663	1.330020765	0.948672374	0.273392289	1.462594935	0.742897612
AT1G53940	-0.693963894	0.736031392	0.051031101	-0.678016175	0.933148812	-1.00709768	-0.544876885	-0.21436267	0.105552547
AT1G53990	-0.334447479	3.629592702	1.600832566	-0.142739923	3.428455501	1.376541284	-1.040243804	2.568282953	0.807819551
AT1G54000	-1.677879137	-0.842441469	0.304658893	-2.211102534	-1.452183325	-0.439410448	-2.285928277	-1.3845061	-0.157643631
AT1G54010	-0.631606311	-1.196919294	-0.510163225	-1.03818728	-1.485027202	-0.757674465	-0.954920945	-1.892083122	-1.483529594
AT1G54020	-0.495435588	1.386377695	1.453287032	0.721664113	2.421939378	0.624796722	-0.57276688	-0.684497303	0.804651063
AT1G54040	-0.055153855	-1.718795306	-0.276831209	0.070746551	-1.984209153	-1.066901868	-0.294382752	-1.70075756	-1.319156096
AT1G54090	0.216172545	0.920543664	0.584337118	0.410478984	1.131644897	0.456603954	0.287110632	0.922901121	0.396061863
AT1G54095	0.024079966	-0.388521803	0.417545686	-0.502307386	-0.973120757	-1.434716647	0.368348204	-0.815944961	-0.216640556
AT1G54115	0.263808743	0.8109709	0.360725951	0.240861265	1.128238378	0.553021964	0.35303218	1.035019961	0.596680346
AT1G54130	0.331524215	0.936095418	0.092675914	0.554131411	1.050189901	0.181820357	0.489724934	1.090783983	0.353903641
AT1G54217	0.230092279	-0.506833034	-1.111522577	0.038920732	-0.810922926	-0.65675988	-0.097051076	-0.284705414	-0.240766013
AT1G54310	-0.084236516	-0.785888981	-0.764741611	-0.121850805	-0.845448183	-0.453216844	0.208888564	-1.089379597	-0.730208645
AT1G54320	0.023438176	0.84385296	0.652157614	0.037797571	1.024411754	0.422833147	0.03835942	0.872800944	0.274360157
AT1G54500	-0.412066911	-0.908259093	-1.070652668	-0.406651418	-1.461487165	-1.215956769	-0.228408426	-1.748473507	-0.74112558
AT1G54540	-0.289281295	-0.124557563	-0.668667848	-0.4293126	-0.088918401	-1.526830618	0.287086645	-0.599162224	-0.920512381
AT1G54575	0.262257571	0.295210025	1.093299942	0.686687549	0.266993618	1.615638524	0.301138435	0.513069346	1.456489999
AT1G54730	-0.130698794	-0.387350217	-0.926386029	-0.1863323	-0.670453154	-1.005239382	-0.310262902	-1.264789569	-0.61274062
AT1G54780	-0.248682392	-0.734007933	-1.22612766	-0.253139573	-1.244967722	-1.122277558	-0.114288785	-1.439088889	-0.782717255
AT1G54820	-0.130622057	-0.56630436	-1.495520054	-0.559959562	-1.70912982	-0.999927802	-0.926845011	-1.812246069	-0.207608994
AT1G54890	-0.991262168	-0.877096984	-0.485734737	-1.105644199	-2.805124849	-1.458219831	-1.38940567	-1.04996212	-0.320853712
AT1G54940	-0.94643503	0.318690195	-0.589142129	-0.881742287	-2.491572464	-2.017778576	-0.845827904	-0.966470337	-0.401416823
AT1G54970	-1.814291931	1.029565281	0.785027549	-1.065548986	-1.564338233	-0.289369855	-0.891303077	-0.311639137	1.043556608
AT1G55120	0.719429726	0.72528555	-0.688297805	1.204951234	0.504014188	-0.722527432	0.023754201	0.146141367	-0.396130757
AT1G55200	0.247134713	-0.863136973	-1.328915232	-0.489721504	-0.506346054	-0.613640565	-0.386413848	-0.8167103	-0.552519367
